analysis,sla_locus,hla_subgroup,hla_locus,n_sla_sequences,mean_ensemble_probability,summed_ensemble_probability,sd_across_seeds,loo_mean_min,loo_mean_max,frac_sequences_top_subgroup,mean_seeds_voting_this_subgroup,edge_weight_mean_mass,edge_weight_summed_mass,stability_inverse_cv,original_figure2_threshold_note
class1,SLA-11,B55,B,2,0.024151,0.048302,0.034546,0.010199,0.030144,0.0,0.0,0.024151,0.048302,0.6991,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,B56,B,2,0.02723,0.05446,0.038993,0.010924,0.034014,0.0,0.5,0.02723,0.05446,0.6983,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,B57,B,2,0.014329,0.028659,0.012291,0.010782,0.017719,0.0,0.0,0.014329,0.028659,1.1658,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,B58,B,2,0.031301,0.062603,0.041107,0.015068,0.039107,0.0,0.0,0.031301,0.062603,0.7615,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,B_Other,B,2,0.021083,0.042166,0.034722,0.005657,0.026029,0.0,0.0,0.021083,0.042166,0.6072,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,C01,C,2,0.01356,0.027121,0.011814,0.009935,0.016676,0.0,0.0,0.01356,0.027121,1.1478,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,C02,C,2,0.01522,0.030439,0.020547,0.00647,0.018943,0.0,0.0,0.01522,0.030439,0.7407,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,C03,C,2,0.015436,0.030872,0.02069,0.009031,0.019286,0.0,0.0,0.015436,0.030872,0.7461,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,C04,C,2,0.00369,0.00738,0.005239,0.001473,0.00459,0.0,0.0,0.00369,0.00738,0.7043,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,C05,C,2,0.005851,0.011703,0.00693,0.003127,0.00724,0.0,0.0,0.005851,0.011703,0.8443,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,C06,C,2,0.0015,0.003,0.001732,0.000746,0.001859,0.0,0.0,0.0015,0.003,0.8661,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,C07,C,2,0.001814,0.003629,0.001992,0.00101,0.00223,0.0,0.0,0.001814,0.003629,0.9106,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,C08,C,2,0.042216,0.084433,0.061948,0.017511,0.052767,0.0,0.0,0.042216,0.084433,0.6815,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,C12,C,2,0.005658,0.011317,0.005866,0.003948,0.007072,0.0,0.0,0.005658,0.011317,0.9645,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,C14,C,2,0.005597,0.011193,0.004581,0.004529,0.006952,0.0,0.0,0.005597,0.011193,1.2218,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,C15,C,2,0.014405,0.02881,0.02447,0.003512,0.017772,0.0,0.0,0.014405,0.02881,0.5887,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,C16,C,2,0.022798,0.045596,0.043572,0.003411,0.028406,0.0,0.0,0.022798,0.045596,0.5232,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,C17,C,2,0.036662,0.073323,0.047237,0.016056,0.045645,0.0,0.0,0.036662,0.073323,0.7761,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-11,C_Other,C,2,0.009519,0.019038,0.011667,0.004878,0.011783,0.0,0.0,0.009519,0.019038,0.8159,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,A01,A,6,0.002724,0.016344,0.000828,0.002376,0.002931,0.0,0.0,0.002724,0.016344,3.2899,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,A02,A,6,0.011016,0.066093,0.019519,0.002308,0.013637,0.0,0.0,0.011016,0.066093,0.5644,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,A03,A,6,0.061249,0.367497,0.127943,0.004045,0.076403,0.0,0.8333,0.061249,0.367497,0.4787,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,A11,A,6,0.003535,0.02121,0.004502,0.001553,0.004303,0.0,0.0,0.003535,0.02121,0.7852,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,A23,A,6,0.031317,0.1879,0.02662,0.020309,0.038262,0.0,0.1667,0.031317,0.1879,1.1764,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,A24,A,6,0.035153,0.210921,0.069397,0.004166,0.043855,0.0,0.3333,0.035153,0.210921,0.5065,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,A25,A,6,0.09558,0.57348,0.108342,0.052619,0.119131,0.8333,1.0,0.09558,0.57348,0.8822,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,A26,A,6,0.006766,0.040595,0.006281,0.004372,0.008343,0.0,0.0,0.006766,0.040595,1.0772,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,A29,A,6,0.021758,0.130545,0.032835,0.007466,0.027151,0.0,0.0,0.021758,0.130545,0.6626,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,A30,A,6,0.005609,0.033651,0.004441,0.003812,0.006623,0.0,0.0,0.005609,0.033651,1.263,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,A31,A,6,0.006203,0.037217,0.00726,0.003339,0.007636,0.0,0.0,0.006203,0.037217,0.8544,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,A32,A,6,0.02106,0.12636,0.022716,0.011331,0.025218,0.0,0.0,0.02106,0.12636,0.9271,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,A33,A,6,0.010447,0.062683,0.008881,0.006673,0.012121,0.0,0.0,0.010447,0.062683,1.1763,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,A68,A,6,0.028731,0.172387,0.042327,0.010076,0.035583,0.0,0.0,0.028731,0.172387,0.6788,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,A_Other,A,6,0.017811,0.106864,0.015939,0.011249,0.021337,0.0,0.0,0.017811,0.106864,1.1174,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B07,B,6,0.005647,0.033881,0.008047,0.002306,0.00701,0.0,0.0,0.005647,0.033881,0.7018,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B08,B,6,0.015651,0.093907,0.026244,0.004023,0.019473,0.0,0.1667,0.015651,0.093907,0.5964,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B13,B,6,0.009688,0.05813,0.013499,0.003938,0.011976,0.0,0.0,0.009688,0.05813,0.7177,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B14,B,6,0.010068,0.060407,0.006624,0.00743,0.011672,0.0,0.0,0.010068,0.060407,1.5199,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B15,B,6,0.007726,0.046354,0.00799,0.004612,0.009626,0.0,0.0,0.007726,0.046354,0.967,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B18,B,6,0.015231,0.091386,0.031562,0.001119,0.018877,0.0,0.0,0.015231,0.091386,0.4826,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B27,B,6,0.010865,0.065191,0.014264,0.004752,0.01349,0.0,0.0,0.010865,0.065191,0.7617,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B35,B,6,0.001092,0.006549,0.000768,0.000892,0.001335,0.0,0.0,0.001092,0.006549,1.4219,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B37,B,6,0.014122,0.084735,0.014597,0.008089,0.017358,0.0,0.0,0.014122,0.084735,0.9675,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B38,B,6,0.011891,0.071347,0.013958,0.006148,0.01467,0.0,0.0,0.011891,0.071347,0.8519,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B39,B,6,0.00317,0.019019,0.00295,0.002031,0.003772,0.0,0.0,0.00317,0.019019,1.0746,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B40,B,6,0.020053,0.120316,0.031987,0.006387,0.025057,0.0,0.0,0.020053,0.120316,0.6269,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B41,B,6,0.048823,0.292937,0.09279,0.007438,0.060357,0.0,0.6667,0.048823,0.292937,0.5262,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B44,B,6,0.008224,0.049346,0.007016,0.005762,0.010256,0.0,0.0,0.008224,0.049346,1.1722,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B46,B,6,0.011385,0.068309,0.009354,0.008702,0.014081,0.0,0.0,0.011385,0.068309,1.2171,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B49,B,6,0.007019,0.042113,0.006449,0.004427,0.00842,0.0,0.0,0.007019,0.042113,1.0884,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B50,B,6,0.009839,0.059036,0.008442,0.006607,0.012171,0.0,0.0,0.009839,0.059036,1.1655,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B51,B,6,0.011125,0.066748,0.019607,0.002388,0.013741,0.0,0.0,0.011125,0.066748,0.5674,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B52,B,6,0.011922,0.07153,0.012152,0.007823,0.014634,0.0,0.0,0.011922,0.07153,0.9811,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B53,B,6,0.011149,0.066894,0.008686,0.008942,0.013794,0.0,0.0,0.011149,0.066894,1.2836,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B55,B,6,0.006282,0.037692,0.007266,0.003075,0.007534,0.0,0.0,0.006282,0.037692,0.8646,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B56,B,6,0.006219,0.037312,0.007474,0.003244,0.007656,0.0,0.0,0.006219,0.037312,0.8321,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B57,B,6,0.034878,0.209268,0.021628,0.025887,0.040234,0.0,0.0,0.034878,0.209268,1.6126,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B58,B,6,0.021805,0.130827,0.027531,0.011299,0.027042,0.0,0.0,0.021805,0.130827,0.792,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,B_Other,B,6,0.006354,0.038126,0.009193,0.002262,0.007667,0.0,0.0,0.006354,0.038126,0.6912,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,C01,C,6,0.013296,0.079777,0.009019,0.009804,0.015858,0.0,0.0,0.013296,0.079777,1.4742,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,C02,C,6,0.015379,0.092273,0.02152,0.006536,0.019148,0.0,0.0,0.015379,0.092273,0.7146,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,C03,C,6,0.002138,0.01283,0.002531,0.00111,0.002637,0.0,0.0,0.002138,0.01283,0.8447,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,C04,C,6,0.014335,0.086012,0.030804,0.000561,0.01789,0.0,0.0,0.014335,0.086012,0.4654,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,C05,C,6,0.035817,0.214901,0.041076,0.02126,0.04461,0.0,0.0,0.035817,0.214901,0.872,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,C06,C,6,0.0024,0.014397,0.00281,0.001178,0.002909,0.0,0.0,0.0024,0.014397,0.8541,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,C07,C,6,0.001751,0.010509,0.001839,0.00117,0.002138,0.0,0.0,0.001751,0.010509,0.9521,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,C08,C,6,0.053349,0.320095,0.088461,0.014194,0.066609,0.0,0.1667,0.053349,0.320095,0.6031,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,C12,C,6,0.012994,0.077966,0.010012,0.009326,0.016179,0.0,0.0,0.012994,0.077966,1.2978,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,C14,C,6,0.021081,0.126489,0.017724,0.014459,0.025927,0.0,0.0,0.021081,0.126489,1.1894,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,C15,C,6,0.016571,0.099424,0.016854,0.010021,0.020502,0.0,0.0,0.016571,0.099424,0.9832,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,C16,C,6,0.065721,0.394325,0.128605,0.008266,0.081763,0.1667,1.0,0.065721,0.394325,0.511,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,C17,C,6,0.059729,0.358372,0.077606,0.034547,0.074079,0.0,0.6667,0.059729,0.358372,0.7696,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-12,C_Other,C,6,0.006253,0.037519,0.00455,0.004718,0.007388,0.0,0.0,0.006253,0.037519,1.3743,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,A01,A,97,0.023751,2.303827,0.022038,0.015533,0.028976,0.0103,0.0825,0.023751,2.303827,1.0777,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,A02,A,97,0.031694,3.07434,0.035866,0.016815,0.038491,0.0103,0.134,0.031694,3.07434,0.8837,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,A03,A,97,0.063349,6.144844,0.095635,0.021016,0.078422,0.1031,0.4845,0.063349,6.144844,0.6624,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,A11,A,97,0.00923,0.895313,0.003094,0.008587,0.010519,0.0,0.0,0.00923,0.895313,2.9832,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,A23,A,97,0.013427,1.302429,0.012592,0.009365,0.016478,0.0,0.0309,0.013427,1.302429,1.0663,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,A24,A,97,0.037829,3.66938,0.034601,0.027488,0.046628,0.0928,0.1856,0.037829,3.66938,1.0933,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,A25,A,97,0.014858,1.441191,0.014856,0.008739,0.018085,0.0103,0.0619,0.014858,1.441191,1.0001,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,A26,A,97,0.007276,0.705761,0.005007,0.006102,0.008968,0.0,0.0103,0.007276,0.705761,1.4532,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,A29,A,97,0.025213,2.445689,0.035008,0.011169,0.031463,0.0412,0.1546,0.025213,2.445689,0.7202,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,A30,A,97,0.012341,1.19706,0.01181,0.007921,0.015208,0.0103,0.0619,0.012341,1.19706,1.045,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,A31,A,97,0.003593,0.348474,0.003559,0.00206,0.004329,0.0,0.0,0.003593,0.348474,1.0096,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,A32,A,97,0.006283,0.609473,0.006835,0.003362,0.007642,0.0,0.0206,0.006283,0.609473,0.9192,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,A33,A,97,0.007304,0.708506,0.00727,0.004536,0.008725,0.0,0.0103,0.007304,0.708506,1.0047,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,A68,A,97,0.038917,3.774961,0.013525,0.033417,0.042204,0.0825,0.2784,0.038917,3.774961,2.8774,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,A_Other,A,97,0.01244,1.206642,0.008841,0.010415,0.015042,0.0,0.0515,0.01244,1.206642,1.4071,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B07,B,97,0.024657,2.391764,0.026395,0.015405,0.030215,0.0,0.1237,0.024657,2.391764,0.9342,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B08,B,97,0.026071,2.528859,0.04556,0.005814,0.032172,0.0206,0.134,0.026071,2.528859,0.5722,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
